service_type,position_location,occupation_series,occupation_name,grade_code,low_grade,high_grade,usajobs_control_number,position_title,hiring_agency,position_open_date,position_close_date,occupation_full,grade_level
Competitive,"Dover AFB, Delaware",0201,Human Resources Management,GS-9,9,9,845961000,HUMAN RESOURCES SPECIALIST (MILITARY),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-9
Competitive,"Alexandria County, Virginia",0201,Human Resources Management,GS-12/13,12,13,846010500,HR Specialist (Performance Mgmt),Department of Defense,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0201 - Human Resources Management,GS-12/13
Competitive,"Arlington, Virginia",0201,Human Resources Management,GS-14,14,14,846063500,Supervisory Human Resources Specialist (Recruitment and Placement),Department of Justice,2025-09-16 09:41:37.800,2025-09-25T23:59:59.9970,0201 - Human Resources Management,GS-14
Competitive,"Fort McCoy, Wisconsin",0201,Human Resources Management,GS-11,11,11,846068300,Human Resources Specialist (Military),Department of the Army,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0201 - Human Resources Management,GS-11
Competitive,"Washington, District of Columbia",0201,Human Resources Management,GS-13,13,13,846080300,HR Specialist (ER & LR),Other Agencies and Independent Organizations,2025-09-16 10:55:14.720,2025-09-26T23:59:59.9970,0201 - Human Resources Management,GS-13
Competitive,"San Antonio, Texas",0201,Human Resources Management,GS-14,14,14,846082400,Supervisory Human Resources Specialist (Classification),Department of Defense,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-14
Competitive,"Pentagon, Arlington, Virginia",0201,Human Resources Management,GS-15,15,15,846093500,SUPERVISORY HUMAN RESOURCES SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-15
Competitive,"Hammond, Indiana",0201,Human Resources Management,GS-12,12,12,846098700,Human Resources Officer,Department of Justice,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-12
Competitive,"Alexandria, Virginia",0201,Human Resources Management,GS-15,15,15,846115500,SUPV HR SPEC (LABOR REL/EMPL REL),Department of Defense,2025-09-16 14:36:15.943,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-15
Competitive,"Travis AFB, California",0201,Human Resources Management,GS-12,12,12,846127300,HUMAN RESOURCES SPECIALIST (COMPENSATION),Department of Defense,2025-09-16 14:24:43.603,2025-09-30T23:59:59.9970,0201 - Human Resources Management,GS-12
Competitive,"MacDill AFB, Florida",0201,Human Resources Management,GS-12,12,12,846148200,HUMAN RESOURCES SPECIALIST (CLASSIFICATION /R&P),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0201 - Human Resources Management,GS-12
Competitive,"Bloomington, Minnesota",0203,Human Resources Assistance,GS-6/7,6,7,845802200,HUMAN RESOURCES ASSISTANT (RECRUITMENT & PLACEMENT),Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0203 - Human Resources Assistance,GS-6/7
Competitive,"Patrick AFB, Florida",0203,Human Resources Assistance,GS-7,7,7,846060300,HUMAN RESOURCES ASSISTANT,Department of the Air Force,2025-09-16 09:27:18.823,2025-09-22T23:59:59.9970,0203 - Human Resources Assistance,GS-7
Competitive,"Camp Springs, Maryland",0301,Miscellaneous Administration And Program,GS-14,14,14,845820700,Supervisory Mission Support Specialist,Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-14
Competitive,"Philadelphia, Pennsylvania",0301,Miscellaneous Administration And Program,GS-9,9,9,845939600,Mission Support Specialist,Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Misawa AFB, Japan",0301,Miscellaneous Administration And Program,GS-11,11,11,845950000,COMMUNITY PROGRAMS SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11
Competitive,"Pentagon, Arlington, Virginia",0301,Miscellaneous Administration And Program,GS-15,15,15,846005900,SENIOR STRATEGY TECHNICAL ADVISOR,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-15
Competitive,"McChord AFB, Washington",0301,Miscellaneous Administration And Program,GS-9,9,9,846010200,UNIT DEPLOYMENT MANAGER,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"McChord AFB, Washington",0301,Miscellaneous Administration And Program,GS-9,9,9,846010700,AVIATION RESOURCE MANAGEMENT SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Salt Lake City, Utah",0301,Miscellaneous Administration And Program,GS-9/11,9,11,846048400,Patient Representative,Department of Veterans Affairs,2025-09-16 08:26:11.837,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9/11
Competitive,"Chesapeake County, Virginia",0301,Miscellaneous Administration And Program,GS-11,11,11,846051400,Environmental Care Specialist,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11
Excepted,"Reisterstown, Maryland",0301,Miscellaneous Administration And Program,GS-11,11,11,846060100,BASE OPERATIONS MANAGER,Department of the Army,2025-09-16 09:27:43.917,2025-09-25T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11
Competitive,"Camp Lejeune, North Carolina",0301,Miscellaneous Administration And Program,GS-11,11,11,846061600,PROTOCOL OFFICER,Department of the Navy,2025-09-16 09:35:09.800,2025-09-22T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11
Competitive,"Scott AFB, Illinois",0301,Miscellaneous Administration And Program,GS-13,13,13,846062500,MISSION SUPPORT OFFICER,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-13
Competitive,"McChord AFB, Washington",0301,Miscellaneous Administration And Program,GS-9,9,9,846068900,AVIATION RESOURCE MANAGEMENT SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Keesler AFB, Mississippi",0301,Miscellaneous Administration And Program,GS-9,9,9,846081300,UNIT DEPLOYMENT MANAGER,Department of the Air Force,2025-09-16 10:59:58.720,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Camp Foster, Japan",0301,Miscellaneous Administration And Program,GS-14,14,14,846093600,DPRI PROGRAM MANAGER,Department of the Navy,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-14
Competitive,"San Francisco, California",0301,Miscellaneous Administration And Program,GS-9/11,9,11,846121100,Mission Support Specialist,Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9/11
Excepted,"Orlando, Florida",0301,Miscellaneous Administration And Program,CL-23,23,23,846121600,Administrative Assistant,Judicial Branch,2025-09-16 13:57:16.243,2025-12-16T23:59:59.9970,0301 - Miscellaneous Administration And Program,CL-23
Competitive,"Arlington, Virginia",0301,Miscellaneous Administration And Program,GS-12,12,12,846128400,Health Unit Program Coordinator,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-12
Competitive,"Arlington, Virginia",0301,Miscellaneous Administration And Program,GS-9/11,9,11,846131600,Medical Exams Program Specialist,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9/11
Competitive,"Charleston, West Virginia",0301,Miscellaneous Administration And Program,GS-9/11,9,11,846135000,Victim Witness Specialist,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9/11
Competitive,"Charleston, West Virginia",0301,Miscellaneous Administration And Program,GS-9/11,9,11,846135600,Victim Witness Specialist,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9/11
Competitive,"Arlington, Virginia",0301,Miscellaneous Administration And Program,GS-12/13,12,13,846137600,Human Capital Coordinator,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-12/13
Competitive,"Brownsville, Texas",0301,Miscellaneous Administration And Program,GS-11,11,11,846138700,Mission Support Specialist (Generalist),Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11
Competitive,"Whiteman AFB, Missouri",0301,Miscellaneous Administration And Program,GS-9,9,9,846146000,COMMAND POST SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Kirtland AFB, New Mexico",0301,Miscellaneous Administration And Program,GS-14/15,14,15,846149700,Supervisory Operations Officer,Department of Defense,2025-09-16 15:59:36.170,2025-09-26T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-14/15
Competitive,"San Angelo, Texas",0301,Miscellaneous Administration And Program,GS-11/12,11,12,846149900,Mission Support Specialist (Generalist),Department of Homeland Security,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-11/12
Competitive,"Washington, District of Columbia",0301,Miscellaneous Administration And Program,GS-9,9,9,846152600,Logistics Support Specialist,Executive Office of the President,2025-09-16 16:10:39.850,2025-09-25T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Washington, District of Columbia",0301,Miscellaneous Administration And Program,GS-9,9,9,846154800,Logistics Support Specialist,Executive Office of the President,2025-09-16 16:21:08.073,2025-09-23T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-9
Competitive,"Washington, District of Columbia",0301,Miscellaneous Administration And Program,GS-12,12,12,846165300,Staff Assistant,Department of Homeland Security,2025-09-16 17:55:53.350,2025-09-19T23:59:59.9970,0301 - Miscellaneous Administration And Program,GS-12
Competitive,"Santa Rita, Guam",0303,Miscellaneous Clerk And Assistant,GS-5/6,5,6,845943200,School Support Assistant,Department of Defense,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-5/6
Competitive,"Naval Base, Norfolk, Virginia",0303,Miscellaneous Clerk And Assistant,GS-4,4,4,846012800,DESK CLERK,Department of the Navy,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-4
Competitive,"Colts Neck, New Jersey",0303,Miscellaneous Clerk And Assistant,GS-5,5,5,846041400,RANGE OPERATIONS ASSISTANT,Department of the Navy,2025-09-16 06:11:56.980,2025-09-22T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-5
Competitive,"Naples, Italy",0303,Miscellaneous Clerk And Assistant,NF-2,2,2,846042800,Child and Youth Program Operations Clerk - All NSA Naples CYP Facilities,Department of the Navy,2025-09-16 07:24:21.237,2025-09-26T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2
Competitive,"Air Force Academy, Colorado",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846048300,SQUADRON AVIATION RESOURCE MANAGEMENT TECHNICIAN,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Houston, Texas",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846058100,Program Support Assistant,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Sheppard AFB, Texas",0303,Miscellaneous Clerk And Assistant,GS-6,6,6,846088700,UNIT PROGRAM COORDINATOR,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-6
Competitive,"Peru, Indiana",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846091300,Unit Administrative Technician,Department of the Army,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Stuttgart, Germany",0303,Miscellaneous Clerk And Assistant,NF-2/3,2,3,846093000,Administrative Support Assistant (CYS) (Developmental) NF-02/03,Department of the Army,2025-09-16 11:52:18.843,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2/3
Competitive,"Fort Knox, Kentucky",0303,Miscellaneous Clerk And Assistant,NF-2/3,2,3,846101900,Administrative Support Assistant (CYS) (Developmental) NF-02/03,Department of the Army,2025-09-16 12:52:03.540,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2/3
Competitive,"San Diego, California",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846104400,MISSION SUPPORT ASSISTANT (OA),Department of Justice,2025-09-16 12:37:42.817,2025-09-25T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Bourne, Massachusetts",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846106200,Program Support Assistant,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Virginia Beach, Virginia",0303,Miscellaneous Clerk And Assistant,NF-2,2,2,846116500,CYP OPERATIONAL CLERK,Department of the Navy,2025-09-16 13:30:03.210,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2
Competitive,"San Diego, California",0303,Miscellaneous Clerk And Assistant,NF-2,2,2,846117700,MWR Operations Assistant (Anchors Catering & Conference Center),Department of the Navy,2025-09-16 13:36:25.070,2025-09-21T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2
Competitive,"Fairbanks, Alaska",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846126900,Program Support Assistant,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Kaiserslautern, Germany",0303,Miscellaneous Clerk And Assistant,NF-2,2,2,846142300,Clerk (Veterinary Services) NF-02,Department of the Army,2025-09-16 15:18:52.287,2025-09-23T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2
Competitive,"Camp Lejeune, North Carolina",0303,Miscellaneous Clerk And Assistant,GS-7,7,7,846156500,TRANSITION ASSITANCE PROGRAM ASSISTANT,Department of the Navy,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-7
Competitive,"Coronado, California",0303,Miscellaneous Clerk And Assistant,NF-2,2,2,846159700,CYP Child and Youth Program Operations Clerk,Department of the Navy,2025-09-16 16:51:32.563,2025-09-26T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,NF-2
Competitive,"Camp Lejeune, North Carolina",0303,Miscellaneous Clerk And Assistant,GS-6,6,6,846160000,MANAGEMENT SERVICES ASSISTANT (OA),Department of the Navy,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0303 - Miscellaneous Clerk And Assistant,GS-6
Competitive,"Lackland AFB, Texas",0304,Information Receptionist,GS-4,4,4,846073500,INFORMATION RECEPTIONIST (OA),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0304 - Information Receptionist,GS-4
Competitive,"Lackland AFB, Texas",0304,Information Receptionist,GS-5,5,5,846116900,LEAD INFORMATION RECEPTIONIST (O/A),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0304 - Information Receptionist,GS-5
Competitive,"Keesler AFB, Mississippi",0318,Secretary,GS-7,7,7,846114700,SECRETARY (OFFICE AUTOMATION),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0318 - Secretary,GS-7
Competitive,"Ramstein, Germany",0318,Secretary,GS-7,7,7,846116600,SECRETARY (OFFICE AUTOMATION),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0318 - Secretary,GS-7
Competitive,"Vance AFB, Oklahoma",0318,Secretary,GS-6,6,6,846121900,SECRETARY (OFFICE AUTOMATION),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0318 - Secretary,GS-6
Competitive,"Altus AFB, Oklahoma",0335,Computer Clerk And Assistant,GS-9,9,9,846141900,COMPUTER ASSISTANT,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0335 - Computer Clerk And Assistant,GS-9
Competitive,"Walla Walla, Washington",0340,Program Management,GS-13,13,13,846066900,Program Manager,Department of the Army,2025-09-17 00:00:00.000,2025-09-19T23:59:59.9970,0340 - Program Management,GS-13
Competitive,"Walla Walla, Washington",0340,Program Management,GS-13,13,13,846141300,Program Manager,Department of the Army,2025-09-16 15:16:26.097,2025-09-18T23:59:59.9970,0340 - Program Management,GS-13
Competitive,"Hammond, Indiana",0341,Administrative Officer,GS-13,13,13,846087200,Administrative Officer,Department of Justice,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0341 - Administrative Officer,GS-13
Competitive,"Kadena Air Base Okinawa, Japan",0341,Administrative Officer,GS-11,11,11,846091000,Administrative Officer,Department of Defense,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0341 - Administrative Officer,GS-11
Competitive,"Washington, District of Columbia",0341,Administrative Officer,GS-12/13,12,13,846169400,Administrative Officer,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0341 - Administrative Officer,GS-12/13
Competitive,"West Point, New York",0342,Support Services Administration,GS-9,9,9,846156300,Support Services Specialist,Department of the Army,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0342 - Support Services Administration,GS-9
Competitive,"West Point, New York",0342,Support Services Administration,GS-9,9,9,846156800,Support Services Specialist,Department of the Army,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0342 - Support Services Administration,GS-9
Competitive,"Naval Support Activity, Mechanicsburg, Pennsylvania",0343,Management And Program Analysis,GS-11/12,11,12,845747300,PROGRAM ANALYST,Department of the Navy,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0343 - Management And Program Analysis,GS-11/12
